date,score,percent
2020-08-27,10.0,14.285714285714285
2020-08-28,20.0,28.57142857142857
2020-08-31,20.0,28.57142857142857
2020-09-01,20.0,28.57142857142857
2020-09-02,20.0,28.57142857142857
2020-09-03,20.0,28.57142857142857
2020-09-04,10.0,14.285714285714285
2020-09-07,-10.0,-14.285714285714285
2020-09-08,-10.0,-14.285714285714285
2020-09-09,-40.0,-57.14285714285714
2020-09-10,-40.0,-57.14285714285714
2020-09-11,-10.0,-14.285714285714285
2020-09-14,-10.0,-14.285714285714285
2020-09-15,-10.0,-14.285714285714285
2020-09-16,-10.0,-14.285714285714285
2020-09-17,-10.0,-14.285714285714285
2020-09-18,0.0,0.0
2020-09-21,0.0,0.0
2020-09-22,-10.0,-14.285714285714285
2020-09-23,-10.0,-14.285714285714285
2020-09-24,-10.0,-14.285714285714285
2020-09-25,-10.0,-14.285714285714285
2020-09-28,-10.0,-14.285714285714285
2020-09-29,-10.0,-14.285714285714285
2020-09-30,-10.0,-14.285714285714285
2020-10-09,-10.0,-14.285714285714285
2020-10-12,-10.0,-14.285714285714285
2020-10-13,0.0,0.0
2020-10-14,40.0,57.14285714285714
2020-10-15,40.0,57.14285714285714
2020-10-16,20.0,28.57142857142857
2020-10-19,30.0,42.857142857142854
2020-10-20,20.0,28.57142857142857
2020-10-21,20.0,28.57142857142857
2020-10-22,20.0,28.57142857142857
2020-10-23,10.0,14.285714285714285
2020-10-26,10.0,14.285714285714285
2020-10-27,10.0,14.285714285714285
2020-10-28,10.0,14.285714285714285
2020-10-29,20.0,28.57142857142857
2020-10-30,20.0,28.57142857142857
2020-11-02,-20.0,-28.57142857142857
2020-11-03,-20.0,-28.57142857142857
2020-11-04,-10.0,-14.285714285714285
2020-11-05,-10.0,-14.285714285714285
2020-11-06,-10.0,-14.285714285714285
2020-11-09,-10.0,-14.285714285714285
2020-11-10,-10.0,-14.285714285714285
2020-11-11,-10.0,-14.285714285714285
2020-11-12,-10.0,-14.285714285714285
2020-11-13,30.0,42.857142857142854
2020-11-16,30.0,42.857142857142854
2020-11-17,30.0,42.857142857142854
2020-11-18,30.0,42.857142857142854
2020-11-19,30.0,42.857142857142854
2020-11-20,30.0,42.857142857142854
2020-11-23,50.0,71.42857142857143
2020-11-24,30.0,42.857142857142854
2020-11-25,30.0,42.857142857142854
2020-11-26,20.0,28.57142857142857
2020-11-27,30.0,42.857142857142854
2020-11-30,30.0,42.857142857142854
2020-12-01,50.0,71.42857142857143
2020-12-02,50.0,71.42857142857143
2020-12-03,30.0,42.857142857142854
2020-12-04,20.0,28.57142857142857
2020-12-07,20.0,28.57142857142857
2020-12-08,20.0,28.57142857142857
2020-12-09,10.0,14.285714285714285
2020-12-10,10.0,14.285714285714285
